text,speaker
" I led Hewlett Packard through a very difficult time, the worst technology recession in 25 years. The NASDAQ stock index fell 80 percent. It took 15 years for the stock index to recover. We had very strong competitors who literally went out of business and lost all of their jobs in the process. Despite those difficult times, we doubled the size of the company, we quadrupled its topline growth rate, we quadrupled its cash flow, we tripled its rate of innovation. Yes, we had to make tough choices, and in doing so, we saved 80,000 jobs, went on to grow to 160,000 jobs. And now Hewlett Packard is almost 300,000 jobs. We went from lagging behind to leading in every product category and every market segment. We must lead in this nation again, and some tough calls are going to be required. But as for the firing, I have been very honest about this from the day it happened. When you challenge the status quo, you make enemies. I made a few. Steve Jobs told me that when he called me the day I was fired to say, hey, been there, done that twice. Its also true that the man that led my firing, Tom Perkins, just took ",FIORINA
" Thank you, Ms. Fiorina.",TAPPER
"  out a full-page ad in the New York Times to say he was wrong, I was right. I was a terrific CEO, the board was dysfunctional. And he thinks I will make a magnificent president of the United States.",FIORINA
" Thank you, Ms. Fiorina. TRUMP: Well ",TAPPER
" Mr. Trump  Mr. Trump, why would you be better at creating jobs than Carly Fiorina?",TAPPER
"  let me  well, let me just explain. The head of the Yale Business School, Jeffrey Sonnenfeld, wrote a paper recently, one of the worst tenures for a CEO that he has ever seen, ranked one of the top 20 in the history of business. The company is a disaster and continues to be a disaster. They still havent recovered. In fact, today, on the front page of the Wall Street Journal, they fired another 25 or 30,000 people saying we still havent recovered from the catastrophe. When Carly says the revenues went up, thats because she bought Compaq, it was a terrible deal, and it really led to the destruction of the company. Now one other company before that was Lucent. Carly was at Lucent before that. And Lucent turned out to be a catastrophe also. So I only say this. She cant run any of my companies. That I can tell you.",TRUMP
" Ms. Fiorina, I want to give you a chance to respond.",TAPPER
" You know, Jeffrey Sonnenfeld is a well-known Clintonite and honestly had it out for me from the moment that I arrived at Hewlett Packard. But honestly, Mr. Trump, I find it quite rich that you would talk about this. You know, there are a lot of us Americans who believe that we are going to have trouble someday paying back the interest on our debt because politicians have run up mountains of debt using other peoples money. That is in fact precisely the way you ran your casinos. You ran up mountains of debt, as well as losses, using other peoples money, and you were forced to file for bankruptcy not once ",FIORINA
 I never filed for bankruptcy.,TRUMP
"  not twice, four times, a record four times. Why should we trust you to manage the finances ",FIORINA
 Ill tell you why; its very simple.,TRUMP
  of this nation any differently than you managed the finances ,FIORINA
 Ill tell you. I was running ,TRUMP
  of your casinos?,FIORINA
"  Carly, Carly ",TRUMP
 Mr. Trump.,TAPPER
  Ive made over $10 billion. I had a casino company  Caesars just filed for bankruptcy. Chris will tell you  its not Chris fault either  but almost everybody in Atlantic City is either in trouble or filed for  maybe Ill blame Chris.,TRUMP
 Well ,FIORINA
 But Atlantic City is a disaster ,TRUMP
" Well, Mr. Trump ",FIORINA
" Wait a minute, Carly. Wait. I let you speak. Atlantic City is a disaster, and I did great in Atlantic City. I knew when to get out. My timing was great. And I got a lot of credit for it. Many of the great business people that you know  and Carl Icon (ph) is going to work with me on making great deals for this country. But whether its Carl or so many others that we read about all the time ",TRUMP
" Thank you, Mr. Trump.",TAPPER
"  they have used the laws of the land, which is the  (CROSSTALK)",TRUMP
 Governor Christies name has been invoked. Id like to give him a 30 second opportunity.,TAPPER
" Jake listen. While Im as entertained as anyone by this personal back-and-forth about the history of Donald and Carlys career, for the 55-year-old construction worker out in that audience tonight who doesnt have a job, who cant fund his childs education, Ive got to tell you the truth. They could care less about your careers, they care about theirs. Lets start talking about that on this stage and stop playing  and stop playing the games. Stop playing ",CHRISTIE
 Theres a ,KASICH
" John  Im not done yet, John.",CHRISTIE
 A track record of leadership is not a game. It is the issue in this election.,FIORINA
" Stop  and stop playing  and Carly  Carly, listen. You can interrupt everybody else on this stage, youre not going to interrupt me, OK? The fact is that we dont want to hear about your careers, back and forth and volleying back and forth about who did well and who did poorly. Youre both successful people. Congratulations. You know whos not successful? The middle class in this country whos getting plowed over by Barack Obama and Hillary Clinton. Lets start talking about those issues tonight and stop this childish back-and-forth between the two of you.",CHRISTIE
" Ms. Fiorina, I want to give you",TAPPER
 Jake ,KASICH
" Governor Kasich, Im coming to you next, but Ms. Fiorinas name was mentioned, and I have to give her the opportunity to respond if she wants it.",TAPPER
" Well, I thought we had been hearing quite a bit about Govenor Christies record as governor, actually. I think track records are very important. I completely agree that whats at stake here is the future of this nation, and the future of every American. But I do think that a track record of leadership is vital because in the end this election is about leadership. And lets talk about what leadership is. Its not about braggadocio, it is about challenging the status quo, solving problems, producing results. And the highest calling of leadership is to unlock potential in others.",FIORINA
 Thank you.,TAPPER
 Problems have festered in Washington for too long. And the potential of this nation is being crushed.,FIORINA
" Thank you, Ms. Fiorina. Governor Kasich, I want to come  Im coming to you. Im coming to you. Let me ask the question. You can use the time however you want.",TAPPER
" OK, Jake.",KASICH
" Donald Trump says that the hedge fund guys are getting away with murder by paying a lower tax rate. He wants to raise the taxes of hedge fund managers, as does Governor Bush. Do you agree?",TAPPER
" I dont at this point in terms of changing the incentives for investment and risk-taking. But lets just stop for a second. Theres one person on this stage that does have a record. Im the only person on the stage and one of the few people in this country that led the effort as the chief architect of the last time we balanced the federal budget. We also cut taxes. And when I left Washington in 2000, we had a $5 trillion surplus, and the economy was booming. I had spent 10 years of my life to get us to that point, went out in the private sector, was a great experience, and went into Ohio and took an $8 billion hole and turned it into a $2 billion surplus. Weve had the largest amount of tax cuts of any sitting governor. Weve grown well over 300,000 jobs. You see, Ive done it in both places. Im the only one here that has done it in both places. It took a lot to get us to a balanced budget. It was legitimate. It was real. And we negotiated it. A lot of what were talking about here tonight as we take this position and that position, you know what? At the end of the day, America has got to work. Weve got to figure out how we come together to deal with this  with our fiscal problems because when we deal with that, we create a stronger economy for everybody. People have a chance to rise. So, you know, when we think about how we make a choice, its the person that lands that plane. Its not somebody that talks about it. Its about the person who has done it. And Ive done it in",KASICH
" Thank you, Governor.",TAPPER
  both places. And I did it including people in the other party. And thats how we were successful.,KASICH
" Thank you, Governor Kasich.",TAPPER
" And thats how I will be president, using that experience to drive this country forward. Thank you.",KASICH
" Governor Huckabee, I want to bring you in on the question of hedge fund managers and taxing them. You have said that you are bothered by the fact that hedge fund managers pay such a low tax rate and make 2,500 times what people who work for them make. Do you agree with what Donald Trump and Governor Bush have proposed, raising their tax rates?",TAPPER
" I have a different idea. I think we ought to get rid of all the taxes on people who produce. Why should we penalize productivity? And its why Im an unabashed supporter of the fair tax, which would be a tax on our consumption, rather than a tax on our productivity. In other words, youre not going to tax anybody for what they earn, whether its worker whose working by the hour or whether its a hedge fund manager. If they can produce something and bring capital and labor to create jobs, we need some jobs. And I think the fair tax makes more sense. Now, Jake, Ive been listening to everybody on the stage and there is a lot of back and forth about Im the only one who has done this, the only one who has done that, Ive done great things. Weve all done great things or we wouldnt be on this stage. But it occurs to me as were sitting here in the Reagan Library that most of us would like to pay tribute to a guy who, when he got elected, didnt get elected telling everybody how great he was. He got elected telling everybody how great the American people were. And he empowered them to live their dreams, which is what Id love to see us do by no longer penalizing the people who are out there working because they are taking a gut punch right now.",HUCKABEE
" Thank you, Governor. Dr. Carson, you support scrapping the entire tax code and replacing it with a flat tax based on the principal on tithing from the Bible. If you make $10 billion, you pay $1 billion in taxes, if you make $10, you pay $1 in taxes. Donald Trump believes in progressive taxation. He says its not right that rich people pay the same as the poor. Tell Donald Trump why his ideas on taxes are wrong.",TAPPER
" Its all about America. You know, the people who say the guy who paid a billion dollars because he had 10, he has still got $9 billion left, thats not fair, we need to take more of his money. Thats called socialism. That doesnt work so well. What made America into a great nation was the fact that we said, that guy just put in $1 billion, lets create an environment thats even more conducive to his success so that next year he can put in $2 billion. And thats the kind of thing that helps us to grow. We cant grow by continuing to take a piece of pie, and dividing it, and redistributing it. But, Im also looking at what doctor  at what Governor Huckabee talked about",CARSON
" You dont want me operating on you, I assure you. (LAUGHTER)",HUCKABEE
" The Fair Tax. Looking at both of them, and evaluating them both, and Im talking to the American people because one of the things we must recognize is that this country is of, for, and by the people. And, its really time that the government get out of the way, and let the people be the ones who decide how they want to run their country.",CARSON
 Mr. Trump,TAPPER
" Well, Id like to respond, Id like to respond",TRUMP
 What do you think of the flat tax? Do you think its fair?,TAPPER
" Well, I think the thing about the flat tax, I know it very well. What I dont like is that if you make $200 million a year, you pay ten percent, youre paying very little relatively to somebody thats making $50,000 a year, and has to hire H&R Block to do the  because its so complicated. One thing Ill say to Ben is that weve had a graduated tax system for many years, so its not a socialistic thing. What Id like to do, and Ill be putting in the plan in about two weeks, and I think people are going to like it, its a major reduction in taxes. Its a major reduction for the middle class. The hedge fund guys wont like me as much as they like me right now. I know them all, but theyll pay more. I know people that are making a tremendous amount of money and paying virtually no tax, and I think its unfair.",TRUMP
" Thank you, Mr. Trump. Senator Paul?",TAPPER
" Well, Im glad were having a discussion about taxes because everybody laments that we lose jobs overseas, we have. Our companies, and our jobs are being chased overseas by a 70,000 page tax code, so, thats why Ive chosen to get rid of the whole thing, and have one single rate, 14 and a-half percent for everybody, business, and for corporate income, and personal income. But, we also get rid of the payroll tax, so the working class would get a tax break as well. So, I think a flat tax, eliminating the tax code, getting rid of all the loopholes, is the way to go, and its the way we get America going again.",PAUL
" Governor Walker, I want to go to you. Dr. Carson wants to raise the Federal Minimum Wage, you have called it a lame idea. Why is raising the Federal Minimum Wage lame?",TAPPER
" So, the best way to help people see their wages go up is to get them the education, the skill they need, to take on careers that pay more than minimum wage. And, its why we talk about it, its all about jobs. You want to help actually get jobs, its why on that last question we were trying to jump in on taxes. To me, its not just about taxes, cutting taxes. Ive done it as much as anyone has. Ive cut income taxes, Ive cut property taxes. In fact, property taxes are lower today in my state than they were before we took office. The real issues about jobs. Ronald Reagan, our plan is based on the Ronald Reagan tax cuts of 1986. That brought about one of the longest sustained periods of economic growth in American history. All the things we should be talking about tonight are about how do we create jobs, helping people get the skills and the education qualifications they need to succeed. Thats the way you help people create jobs. Its part of our large plan to reform the tax code, to cut taxes, to put in place an education system that gives people the skills and education that they need. To put in place all the above energy policy, but you start on day one with repealing Obamacare. Im the only one on this stage thats actually got a plan, introduced an actual plan to repeal Obamacare on day one. Ill send a bill up to Congress, and to make sure enact it",WALKER
" Thank you, Governor",TAPPER
" Im going to sign an order that makes the Congress live by the same rules as everybody else. TAPPER: Thank you, Governor",WALKER
 That will ensure they repeal Obamacare,WALKER
" Dr. Carson, Governor Walker didnt really answer the question, but Ill let you respond. He called raising the Federal Minimum Wage lame, what do you think of that?",TAPPER
" Well, first of all, let me say what I actually said about raising the minimum wage. I was asked should it be raised, I said, probably, or possibly. But, what I added, which I think is the most important thing, so, I said we need to get both sides of this issue to sit down, and talk about it. Negotiate a reasonable minimum wage, and index that so that we never have to have this conversation again in the history of America. I think we also have to have two minimum wages, a starter, and a sustaining because how are young people ever going to get a job if you have such a high minimum wage that it makes it impractical to hire them",CARSON
" Thank you, Dr. Carson",TAPPER
" Jake, Jake, Jake, I just want to address that issue because you said I didnt answer, and I did. I said, to me, I think the real focus shouldnt be  you know, Hillary Clinton talks about the minimum wage. Thats her answer to grow the economy. The answer is to give people the skills and the education so they make far more than minimum wage. I dont want to argue about how low things are going to be, I want to talk about how do we lift everyone up in America. Thats what Reagan talked about. It wasnt how bad things were, it was how to make it better for everyone. Thats what weve done in Wisconsin, thats exactly what wed do as",WALKER
" Let me bring in our partner from Salem Radio Network, Hugh Hewitt.",TAPPER
" Id like to talk about winning because I think all of you are more qualified than former Secretary of State Clinton, and as were the people in the first debate, but there are different styles, and Carly Fiorina, Governor Kasich, youre conveniently located next to each other, and you have different styles. Governor Kasich, youve been on my show a lot. You refused to attack Hillary Clinton, you just dont want to go there, you want to do the up with people. Go, Ohio, OK, and I like that. Carly Fiorina, I dont have to bring up the Secretary of State  you bring her up, so (inaudible). Which one of you is wrong? Governor Kasich?",HEWITT
" Well, look, people still have to get to know me, so I want to spend my time talking about my experience reforming welfare, balancing budgets, cutting taxes, providing economic growth when I was in Washington, turning Ohio around. Eight billion in the hole, $2 billion surplus, up over 300,000 jobs, big tax cuts, strengthening our credit. All those things matter but, you know, as a young man in my first election in 1978, I defeated an incumbent Democrat. I defeated an incumbent Democrat in 1982; running on the Reagan program, I was the only Republican in America to defeat an incumbent Democrat that year. And then, when I won for election of governor, I was the first Republican to defeat an incumbent in 36 years, and the first person to have never run statewide out of politics for 10 years to beat an incumbent. That hadnt happened for 96 years. So, well get to the point where well talk about Hillary Clinton, or whoever the nominee is, record. But right now, I want to give people sense of hope, sense of purpose, a sense of unity, sense that we can do it. So",KASICH
 Governor.,HEWITT
" You know, at the end of the day, Im going to continue to talk about my record, because there is, did you ever notice when people run for office, they run for president, they make a lot of promises, they dont keep them.",KASICH
" Thank you, Governor. KASICH: I dont intend to do that, and I going to be out there pushing it out  dont worry about me and Hillary. That will all work out, and Im from Ohio. She will not beat me there, I can promise you that.",HEWITT
" Carly Fiorina, your style?",HEWITT
" You see, Governor Christie, people spend time talking about their track records, and Mr. Trump and I have every right to do the same. And Mrs. Clinton has to defend her track record. Her track record of lying about Benghazi, of lying about her e- mails, about lying about her servers. She does not have a track record of accomplishment. Like Mrs. Clinton, I, too, have travels hundreds of thousands of miles around the globe. But unlike Mrs. Clinton, I know flying is an activity, not an accomplishment. Mrs. Clinton  if you want to stump a Democrat, ask them to name a accomplishment of Mrs. Clintons.",FIORINA
" Thank you, Ms. Fiorina. Governor Christie, your name was mentioned. I want to give you a chance to respond.",HEWITT
" Listen, you know, Hugh, its an important point. And the question is, who is going to prosecute Hillary Clinton? The Obama White House seems to have in interest, the Justice Department seems to have no interest. I think its time to put a former federal prosecutor on the same stage as Hillary Clinton. And I will prosecute her during those debates on that stage for the record were talking about here. The fact she had a private email server in her basement, using national security secrets running through it, could have been hacked by the Russians, the Chinese, or two 18-year-olds on a toot (ph) wanting to have some fun. No one is answering that question from the Hillary Clinton campaign",CHRISTIE
" Thank you, Governor.",HEWITT
" You know why? Because she knows shes wrong, and she cannot look in the mirror at herself, and she cannot tell the American people the truth.",CHRISTIE
" Thank you, Governor Christie. There is a lot more coming up.",HEWITT
" Ahead, a world of trouble. The challenges that one of these candidates may face in the Oval Office, and how he or she will handle it. Stay with us. (COMMERCIAL BREAK)",HEWITT
" Welcome back to CNNs Republican Presidential Debate. Lets turn to some issues now in foreign policy. Mr. Trump, Senator Rubio said it was, quote, very concerning to him that in a recent interview you didnt seem to know the details about some of the enemies the U.S. faces. Rubio said, if you dont know the answers to those questions, you will not be able to serve as commander-in-chief. Please respond to Senator Rubio.",TAPPER
" Well, I heard Hugh Hewitt, a nice man, he apologized because he actually said that we had a misunderstanding. And he said today that Donald Trump is maybe the best interview there is anywhere that he has ever done. Now unless he was just saying that on CNN to be nice, but he did say that (CROSSTALK)",TRUMP
" Oh, youre the best interview in America.",HEWITT
 And we had a legitimate misunderstanding in terms of his pronunciation of a word. But I would say just (LAUGHTER),TRUMP
" Well, I think it was. And he actually said that. Did you say that? (CROSSTALK)",TRUMP
  makes an interesting case (ph) here (ph).,HEWITT
" OK. So I will say this, though, Hugh was giving me name after name, Arab name, Arab name, and there are few people anywhere, anywhere that would have known those names. I think he was reading them off a sheet. And frankly I will have  and I told him, I will have the finest team that anybody has put together and we will solve a lot of problems. You know, right now they know a lot and look at what is happening. The world is blowing up around us. We will have great teams and great people.",TRUMP
 Senator Rubio?,TAPPER
" I hope that answers your question. I mean, you are in the Senate, but I hope that answers your question.",TRUMP
" Yes, well, it does. But its in the following way, this is an important question. I think if youre running for president, these are important issues, because look at around the world today. There is a lunatic in North Korea with dozens of nuclear weapons and long-range rocket that can already hit the very place in which we stand tonight. The Chinese are rapidly expanding their military. They hack into our computers. Theyre building artificial islands in the South China Sea, the most important shipping lane in the world. A gangster in Moscow is not just threatening Europe, hes threatening to destroy and divide NATO. You have radical jihadists in dozens of countries across multiple continents. And they even recruit Americans using social media to try to attack us here at home. And now we have got this horrible deal with Iran where a radical Shia cleric with an apocalyptic vision of the future is also guaranteed to one day possess nuclear weapons and also a long-range rocket that can hit the United States. These are extraordinarily dangerous times that we live in. And the next president of the United States better be someone that understands these issues and has good judgment about them because the number one issue that a president will ever confront, and the most important obligation that the federal government has, is to keep this nation safe. And today we are not doing that. We are eviscerating our military. And we have a president that is more respectful to the ayatollah in Iran than he is to the prime minister of Israel.",RUBIO
 Mr. Trump? Senator Rubio seemed to be suggesting that you dont know information that,TAPPER
" No, I dont think hes suggesting that at all. I mean (CROSSTALK)",TRUMP
 All right. Senator Rubio.,TAPPER
 I dont think hes suggesting that at all.,TRUMP
" Well, thats why we have a debate. I think that we should have a deeper debate about these issues, because there is no more important decision that a president will make.",RUBIO
 But are you saying that you have the knowledge to be the president that Mr. Trump does not have?,TAPPER
" Well, you should ask him questions in detail about the foreign policy issues our president will confront, because you had better be able to lead our country on the first day. Not six months from now, not a year from now, on the first day in office, our president could very well confront a national security crisis. You cant predict it. Sometimes you cannot control it. And it is the most  the federal government does all kinds of things its not supposed to be doing. It regulates bathrooms. It regulates schools that belong to local communities. But the one thing that the federal government must do, the one thing that only the federal government can do is keep us safe. And a president better be up-to-date on those issues on his first day in office, on her first day in office.",RUBIO
 Mr. Trump?,TAPPER
" Well, you have to understand, I am not sitting in the United States Senate with, by the way, the worst voting record there is today. Number one. I am not sitting in the United States Senate. Im a businessman doing business transactions.",TRUMP
" Trust (ph) me, I get that. OK.",RUBIO
" I am doing business transactions. I will know more about this  and, as you said, that was very acceptable, and when you listen to that whole interview, its a great interview, you said it, I didnt. Well, now I did. But (CROSSTALK)",TRUMP
" Listen, just one second. Just one second.",TRUMP
" I never get to addressed, and",RUBIO
 I will know,TRUMP
" and when I do, Im gonna jump in.",RUBIO
" I will know more about the problems of this world by the time I sit, and you look at whats going in this world right now by people that supposedly know, this world is a mess. TAPPER: Senator Rubio, he did invoke your absentee record in the Senate.",TRUMP
" Yeah. He did. Let me  Im proud to serve in the United States Senate. You know, when I ran five years ago, the entire leadership of my party in Washington lined up against me. But Im glad I won. And Im glad that I ran, because this countrys headed in the wrong direction. And if we keep electing the same people, nothing is going to change. And youre right, I have missed some votes, and Ill tell you why, Mr. Trump. Because in my years in the Senate, Ive figured out very quickly that the political establishment in Washington, D.C. in both political parties is completely out of touch with the lives of our people. You have millions of people in this country living paycheck to paycheck, and nothing is being done about it. We are about to leave our children with $18 trillion in  in  in debt, and theyre about to raise the debt limit again. We have a world that grows increasingly dangerous, and we are eviscerating our military spending and signing deals with Iran. And these  if this thing continues, we are going to be the first Americans to leave our children worse off than ourselves. Thats why Im missing votes. Because I am leaving the Senate, Im not running for re-election, and Im running for president because I know this: unless we have the right president, we cannot make America fulfill its potential, but with the right person in office, the 21st century can be the greatest era that our nation has ever known.",RUBIO
" Thank you, Senator Rubio. I want to turn now to Hugh Hewitt.",TAPPER
" Thank you, Jake. Ive done a lot of great interviews with all of you, but, Governor Bush, I talked to you in February about the biggest elephant in a room full of elephants, which is your last name. And you said you would not be burdened either by your brother or your fathers legacy in the Middle East. And then, a week later, you rolled out your list of foreign policy advisers, and it was a lot of the band getting back together again. So on behalf of the military that is watching",HEWITT
 Yeah.,BUSH
" OK, the active duty military that are at the end of the sphere (ph), what kind of a commander in chief is Jeb Bush going to be, and who are the advisers that are new to your team?",HEWITT
" Well, first of all, Hugh, if youre looking at Republican advisers, you have to go to the last two administrations. That happened to be 41 and 43. So just by definition, if youre  and many of the people here that are seeking advice from the foreign policy experts in the Republican side, they  they served in my dads administration, my brothers administration. Of course thats the case. But Im my own man. Im going to create a strategy that is based on the simple fact that the United States needs to lead the world. The first thing that we need to do is to stop the craziness of the sequester. Rebuild our military so that our  so that we dont deploy people over and over again without the necessary equipment to keep them safe, to send a signal to the world that were serious. If were going to lead the world, then we need to have the strongest military possible. We need to rebuild our counterintelligence and intelligence capabilities. We need to focus on the fact that the next president is going to start in 2017, not in 1990  you know, 30 years ago, or when my brother started. The world is dramatically different. And I believe that we need to restore Americas presence and leadership in the world. Name a country where our relationship is better today than it was the  the day that Barack Obama got elected president. Under Hillary Clinton, and Barack Obama, we have seen a weakness that now creates huge problems for the next president of the United States. So Ill have a team that will be  that will be following the doctrine I set up, and it will be peace through strength. Were sitting here in this library, which is a wonderful place to talk about this, because thats exactly what happened in the 1980s, and the world was a lot safer because of",BUSH
 (inaudible),TRUMP
 Mr.  Mr. Trump.,HEWITT
 The leadership of Ronald Reagan and my (CROSSTALK),BUSH
" I want to ask you a question, though, you promised us great leaders. And I believe that. But Jeb Bush has laid out 20 different people that have experience around the world. There are 190 countries, you cant run the world by yourself. When are we going to get some names on your military and your foreign policy advisers?",HEWITT
" (inaudible) Im  and Im meeting with people that are terrific people, but I have to say something because its about judgment. I am the only person on this dais  the only person  that fought very, very hard against us (ph), and I wasnt a sitting politician going into Iraq, because I said going into Iraq  that was in 2003, you can check it out, check out  Ill give you 25 different stories.",TRUMP
" In fact, a delegation was sent to my office to see me because I was so vocal about it. Im a very militaristic person, but you have to know when to use the military. Im the only person up here that fought against going into Iraq. (CROSSTALK)",TRUMP
" Hugh, can I  can I make a response to that?",PAUL
" Just excuse me, one second, Rand",TRUMP
 Can I make a response to that?,PAUL
" If you dont mind, Rand  you know, you are on last  you do have your 1 percent. I would like  and I think its very important. I think its important, because its about judgment. Its about judgment. I didnt want to go into Iraq, and I fought it, because what I said  what I said",TRUMP
 May I make a response to that?,PAUL
  was youre going to  youre going to destabilize,TRUMP
 Hes referred to me.,PAUL
"  the Middle East, and thats what happened.",TRUMP
 Hes referred to me,PAUL
 So you  the  the first chance,BUSH
  in his remarks. May I make a response?,PAUL
" Right after me, and then Ill  Ill yield  yield the floor. What do you guys say in the Senate when youre talking and debating?",BUSH
 Absolutely. Go ahead.,PAUL
" Heres the facts: When Donald Trump talks about judgment, what was his position on who wouldve been the best negotiator to deal with Iran? It wasnt a Republican; it was Hillary Clinton. Thats what you believe. I mean, the lack of judgment and the lack of understanding about how the world works is really dangerous in this kind of time that were saying. So is that the judgment that you bring to the table, that Hillary Clinton",BUSH
 If you think about it,TRUMP
"  is a great negotiator, that she could bring about a better deal on Iran?",BUSH
" Your brother  and your brothers administration gave us Barack Obama, because it was such a disaster, those last three months, that Abraham Lincoln couldnt have been elected.",TRUMP
" You know what? As it relates to my brother, theres one thing I know for sure. He kept us safe. I dont know if you remember",BUSH
  Donald,BUSH
"  you remember the  the rumble? You remember the fire fighter with his arms around it? He sent a clear signal that the United States would be strong and fight Islamic terrorism, and he did keep us safe.",BUSH
 I dont know. You feel safe right now? I dont feel so safe.,TRUMP
 May I respond?,PAUL
: Thats because of Barack  thats because of Barack Obama.,WALKER
 Thats  thats my brother.,BUSH
": Thats because of Barack Obama. Weve had a president who called ISIS the J.V. squad, Yemen a success story, Iran a place we can do business with. Its not because of George W. Bush; its because of Barack Obama",WALKER
" (inaudible) on that point, though, whether its  whether were talking about national security, foreign policy or were talking about domestic policy, the key",WALKER
 Or the collapse of the economy.,TRUMP
"  the key issue here is talking about leadership. Now, theres a lot of greater people up here, and youve heard a lot of great ideas out there. But I would ask the American people, look at whos been tested. When there were 100,000 protesters in my capital, I didnt back down, when they issued death threats against me and threats against my family, I didnt back down, when they tried to recall me, I didnt back down, and when they made me the  one of their number-one targets last year, I didnt back down. Give me the chance to be your president.",WALKER
" Thank you, Governor.",TAPPER
 I wont back down,WALKER
 Senator,TAPPER
  on any of these issues.,WALKER
 Senator Paul?,TAPPER
" The remark was made that there hadnt been anyone else on the podium opposed to the Iraq War. Ive made my career as being an opponent of the Iraq War. I was opposed to the Syria war. I was opposed to arming people who are our enemies. Iran is now stronger because Hussein is gone. Hussein was the great bulwark and counterbalance to the Iranians. So when we complain about the Iranians, you need to remember that the Iraq War made it worse. Originally, Governor Bush was asked, was the Iraq War a mistake, and he said, No. Wed do it again. We have to learn sometimes the interventions backfire. The Iraq War backfired and did not help us. Were still paying the repercussions of a bad decision.",PAUL
 Senator Paul,TAPPER
" We have make the decision now in Syria, should we topple Assad? Many up here wanted to topple Assad, and its like  I said no, because if you do",PAUL
" Thank you, Senator Paul",TAPPER
  ISIS will now be in charge of Syria,PAUL
" Thank you, Senator Paul (CROSSTALK)",TAPPER
" I understand that Governor Bushs name has been invoked, and then we can go to you, Senator Rubio. BUSH: Heres the lessons of history: When we  we pull back, voids are created. We left Iraq. We shouldve had a  a forces agreement to stay there with a small force, and instead of that, we politically and militarily pulled back, and now we have the creation of ISIS. 36 days ago in this very library, I gave a speech with a comprehensive strategy how to take out ISIS, and it requires American leadership and engagement. We dont have to be the worlds policemen. But we certainly have to be the worlds leader. We need to have  make sure that the world knows that were serious, that were engaged, that were not going to pull back, that  that our  that our word matters. And if we do that, we can create a force that will take out ISIS both in Iraq and in Syria, which will take a lot longer time now",TAPPER
" Thank you, Governor.",TAPPER
  because of what President Obamas done by pulling back.,BUSH
" Thank you, Governor. Senator Rubio?",TAPPER
" I want to go even deeper  and I want to go even deeper in that direction, because I think the belief that somehow by retreating, America makes the world safer has been disproven every single time its ever been tried. Syrias a perfect example of it. The uprising in Syria was not started by the United States; it was started by the Syrian people. And I warned at the time  this was three and a half years ago  I openly and repeatedly warned that if we did not find moderate elements on the ground that we could equip and arm, that void would be filled by radical jihadists. Well, the president didnt listen, the administration didnt follow through, and thats exactly what happened. That is why ISIS grew. That is why ISIS then came over the border from Syria and back into Iraq. What is happening in that region is the direct consequence of the inability to lead and of disengagement. And the more we disengage, the more airplanes from Moscow youre going to see flying out of Damascus and out of Syria",RUBIO
" Thank you, Senator.",TAPPER
  as you asked earlier today.,RUBIO
" Jake, Jake",CARSON
 Dr. Carson?,TAPPER
" I havent had an opportunity to weigh in on foreign policy, and I just want to mention that when the war, when the issue occurred in 2003, I suggested to President Bush that he not go to war? OK. So I just want that on the record. And, you know, a lot of people are very much against us getting involved right now with global jihadism. And they refer back to our invasion of Iraq. And they seem to think that that was what caused it. What caused it was withdrawing from there and creating a vacuum which allowed this terrible situation to occur. But it is very different from what is going on today. Were talking about global jihadists who actually want to destroy us. They are an existential threat to our nation. And we have to be mature enough to recognize that our children will have no future if we put our heads in the sand. We have to recognize we have two choices. We either allow them the continue to progress and appear to be the winners, or we use every resource available to us to destroy",CARSON
" Thank you, Dr. Carson.",TAPPER
  them first.,CARSON
" I mean, it is interesting that you say that, because I want to ask Governor Christie about something else that you have said. Governor Christie, we just marked the 14th anniversary of the 9/11 attacks. Now Dr. Carson has said that if he had been president at the time, the United States would not have gone to war in Afghanistan. What does that say to you about how Dr. Carson would respond as president if America were attacked again?",TAPPER
" Well, Jake, I was named U.S. attorney by President Bush on September 10th, 2001. And that next day my wife Mary Pat did what she did every day, she traveled through the World Trade Center and went to her office two blocks from the World Trade Center. And after those planes hit, for five-and-a-half-hours after that, I couldnt reach her, didnt know whether she was dead or alive, and we had three children at the time, 8, 5 and 1. And I had to confront what so many thousands of others in my region had to confront, the idea I might become a single parent, the idea that my life and my childrens life might be changed forever. We lost friends that day. We went to the funerals. And I will tell you that what those people wanted and what they deserved was for America to answer back against what had been done to them. And I support what President Bush did at that time, going into Afghanistan, hunting al Qaeda and its leaders, getting its sanctuary out of place, and making it as difficult around the world for them to move people and money. And then he went to prosecutors like us, and he said, never again. Dont prosecute these people after the crime is committed. Intervene before the crime happens. I absolutely believe that what the president did at the time was right. And I am proud to have been one of the people on the stage who was part of making sure that what Governor Bush said before was the truth. America was safe for those seven years and Barack Obama has taken that safety away from us.",CHRISTIE
 Dr. Carson?,TAPPER
