text,speaker
" Well, youre talking about  yeah.",RUBIO
" And people in the middle of the income spectrum, about 15 percent.",HARWOOD
" Yeah, but that  because the math is, if you  5 percent of a million is a lot more than 5 percent of a thousand. So yeah, someone who makes more money",RUBIO
 (inaudible),HARWOOD
" numerically, its gonna be higher. But the greatest gains, percentage-wise, for people, are gonna be at the lower end of our plan, and heres why: because in addition to a general personal exemption, we are increasing the per-child tax credit for working families. We are lowering taxes on small business. You know, a lot of business activity in America is conducted like the guy that does my dry cleaning. Hes an S corporation. He pays on his personal rate, and he is paying higher than the big dry-cleaning chain down the street, because hes paying at his personal rate.",RUBIO
" Under my plan, no business, big or small, will pay more than 25 percent flat rate on their business income. That is a dramatic tax decrease for hard-working people who run their own businesses. (CROSSTALK)",RUBIO
" The other thing Id like to make about our plan, one more point, it is the most pro growth tax plan that I can imagine because it doesnt tax investments at all. You know why? Because the more you tax something, the less of it you get. I want to be in  I want America to be the best",RUBIO
 John,PAUL
 in the world for people,RUBIO
" Senator, thank you.",HARWOOD
" John, Id like to address this? John, could I follow up on this?",PAUL
 Well come back around. I want to get to governor Kasich.,QUINTANILLA
 What are the rules on who gets to follow up. How do we decide on who gets to follow up? Ive seen plenty of other people follow up?,PAUL
 Its at the moderator discretion.,QUICK
" Governor Kasich, lets talk  (CROSSTALK)",QUINTANILLA
" about Marijuana, Governor Kasich",QUINTANILLA
" Id like to just mention something about my tax plan, and how it relates to the discussion",PAUL
" Alright, but 30 seconds, you made a case. Sure, 30 seconds.",QUINTANILLA
" Alright. Much of the discussion is centered over whether or not the different tax plans help, or affect the middle class. In fact, its the chief argument by democrats against many of the different flat tax proposals. Mine is unique in the sense that my tax plan actually gets rid of the payroll tax as well. It shifts it to the business, and it would allow middle class people to get a tax cut. If you just cut their income tax, there isnt much income tax to cut. Mine actually cuts the payroll tax, and I think it would spread the tax cut across all socioeconomic levels, and would allow then it to be something that would be broadly supported by the public in an election.",PAUL
" Senator, thank you.",QUINTANILLA
 Let me say on that,CRUZ
" Oh, no, no, no",QUINTANILLA
" Rand is exactly right. His plan is a good plan, and I will note that my 10% plan also eliminates the payroll tax, eliminates the death tax,",CRUZ
 Ok,QUINTANILLA
 eliminates the business,CRUZ
 (INAUDIBLE),MALE
 income tax,CRUZ
 What are you doing?,MALE
 10% flat rate,CRUZ
 Were going to go to,QUINTANILLA
" is the lowest personal rate any candidate up here has, and what it would also enable us to do is for every citizen to fill out their taxes on a postcard so we can eliminate the IRS.",CRUZ
" OK. Thank you, Senator. Governor Kasich, lets talk about marijuana. Were broadcasting from Colorado which has seen $150 million in new revenue for the state since legalizing last year. Governor Hickenlooper is not a big fan of legalization, but hes said the people who used to be smoking it are still smoking it, theyre just now paying taxes. Given the budget pressures in Ohio, and other states, is this a revenue stream youd like to have?",QUINTANILLA
" Well, first of all, were running a $2 billion dollar surplus, were not having a revenue problem right now. And, sending mixed signals to kids about drugs is a disaster. Drugs is one of the greatest scourge in this country, and I spent five years of my administration working with my team to do a whole sort of things to try to reign in the problem of overdoses, and it goes on and on. We could do a whole show on that. I want to go back for a second thought on this issue of income inequality. My program would move the 104 programs of the federal Department of Education into four block grants, and send them back to the states because income inequality is driven by a lack of skills when kids dont get what they need to be able to compete and win in this country. The fact is, in order to get this economy moving again, I call for freezing regulations for a year except for the problem of public safety. I believe that we need to cut these taxes down, we need to be on a roadmap to balancing the budget, and we need to send power, money, and influence, the welfare department, the education department, job training, infrastructure, Medicaid, all of that out of Washington back to the states so we can run these programs from where we live to the top, not a one size fits all mentality that they have in Washington. And, that will get to the nub of opportunity for our children, and an ability to see wages rise. Again (CROSSTALK)",KASICH
" One more time, in Ohio, our wages are growing faster than the national average. Weve cut taxes, balanced budgets, changed the regulatory environment. Folks, you want to ",KASICH
" Thank you, Governor.",QUINTANILLA
"  fix America, this is the formula. It worked for Reagan and it works for our team in Ohio. Thank you.",KASICH
" Thank you. Well be back from Boulder, Colorado in just a moment. (BREAK)",QUINTANILLA
" Welcome back to the University of Colorado and the Republican presidential debate right here on CNBC. Mr. Trump, I want to go back to an issue that we were talking about before, the H-1B visas. I found where I read that before. It was from the donaldjtrump.com website and it says  it says that again, Mark Zuckerburgs personal senator, Marco Rubio has a bill to triple H-1Bs that would decimate women and minorities. Are you in favor of H-1Bs or are you opposed to them?",QUICK
" Im in favor of people coming into this country legally. And you know what? They can have it anyway you want. You can call it visas, you can call it work permits, you can call it anything you want. Ive created tens of thousands of jobs, and in all due respect  and actually some of these folks I really like a lot  but Im the only one that can say that. I have created tens of thousands of jobs, and Ill be creating many millions of jobs if Im given  if Im given the opportunity to be president. As far as Mark is concerned, as far as the visas are concerned, if we need people, they have  its fine. They have to come into this country legally. We have a country of borders. We have a country of laws. We have to obey the laws. Its fine if they come in, but they have to come in legally.",TRUMP
" Thank you, sir.",QUICK
 I was mentioned in the question.,RUBIO
 You were. You get 30 seconds.,QUICK
" Thank you. Well, Ive learned the rules on this. (LAUGHTER) Look, in addition to what Donald was saying is we also need to talk about the legal immigration system for permanent residents. Today, we have a legal immigration system for permanent residency that is largely based on whether or not you have a relative living here. And thats the way my parents came legally in 1956. But in 2015, we have a very different economy. Our legal immigration system from now on has to be merit-based. It has to be based on what skills you have, what you can contribute economically, and most important of all, on whether or not youre coming here to become an American, not just live in America, but be an American.",RUBIO
" Thank you, Senator. Thank you, Senator. Carl?",QUICK
" Mr. Trump, youve said you have a special permit to carry a gun in New York.",QUINTANILLA
 Yes.,TRUMP
" After the Oregon mass shooting on October 1st, you said, By the way, it was a gun-free zone. If you had a couple of teachers with guns, you would have been a hell of a lot better off.",QUINTANILLA
 Or somebody else. Right.,TRUMP
 Would you feel more comfortable if your employees brought guns to work?,QUINTANILLA
" Yes, I might feel more comfortable. I would say that I would and I have a permit, which is very unusual in New York  a permit to carry. And I do carry on occasion, sometimes a lot. But I like to be unpredictable so that people dont know exactly (LAUGHTER)",TRUMP
 Are you carrying one now? (LAUGHTER) (CROSSTALK),QUINTANILLA
" By the way, unlike our country where were totally predictable and the enemy, whether its ISIS or anybody else, they know exactly what were doing because we have the wrong leadership. But I feel that the gun-free zones and, you know, when you say that, thats target practice for the sickos and for the mentally ill. Thats target. They look around for gun-free zones. You know, we could give you another example  the Marines, the Army, these wonderful six soldiers that were killed. Two of them were among the most highly decorated  they werent allowed on a military base to have guns. And somebody walked in and shot them, killed them. If they had guns, he wouldnt be around very long. I can tell you, there wouldnt have been much damage. So, I think gun-free zones are a catastrophe. Theyre a feeding frenzy for sick people.",TRUMP
" We called a few Trump resorts, a few Trump properties that  that do not allow guns with or without a permit. Would you change those policies?",QUINTANILLA
 I would change them. I would change them.,TRUMP
 OK. All right. Thank you. John?,QUINTANILLA
" Governor Huckabee, youve written about the huge divide in values between middle America and the big coastal cities like New York and Los Angeles. As a preacher as well as a politician, you know that presidents need the moral authority to bring the entire country together. The leading Republican candidate, when you look at the average of national polls right now, is Donald Trump. When you look at him, do you see someone with the moral authority to unite the country?",HARWOOD
" You know, of the few questions Ive got, the last one I need is to give him some more time. I love Donald Trump. He is a good man. Im wearing a Trump tie tonight. Get over that one, OK? (CROSSTALK) (UNKNOWN): Is it made in Mexico? ",HUCKABEE
 I have no idea. (CROSSTALK),HUCKABEE
" Such a nasty  such a nasty question, but thank you, Governor.",TRUMP
" Youre welcome. (LAUGHTER) Let me tell you, Donald Trump would be a president every day of the week and twice on Sunday, rather than Hillary. Ive spent a lifetime in politics fighting the Clinton machine. You want to talk about what were going to be up against next year? Im the only guy on this stage  you know, everybody has an only guy  Im the only guy this; Im the only guy that. Well, let me tell you one thing that I am the only guy: The only guy that has consistently fought the Clinton machine every election I was ever in over the past 26 years. And not only did I fight them, but I beat them. Somebody says Im a fighter. Well, I want to know, did you win? Well, I did. And not only did I fight them and win, I lived to tell about it and Im standing on this stage tonight as evidence of that. And I think that ought to be worth something.",HUCKABEE
" Thank you, Governor.",HARWOOD
" John, Ill tell you something. You want to talk about moral authority. Lets talk about something that happened this week in the news. You know, the FBI director, the presidents appointed FBI director has said this week that because of a lack of support from politicians like the president of the United States, that police officers are afraid to get out of their cars; that theyre afraid to enforce the law. And he says, the presidents appointee, that crime is going up because of this. And when the president of the United States gets out to speak about it, does he support police officers? Does he stand up for law enforcement? No, he doesnt. Ill tell you this, the number one job of the president of the United States is to protect the safety and security of the American people. This president has failed, and when Im in the Oval Office, police officers will know that they will have the support of the president of the Untied States. Thats real moral authority that we need in the Oval Office.",CHRISTIE
" Thank you, Governor. Dont forget my colleague, Sharon Epperson.",HARWOOD
" Thank you, John. Mrs. Fiorina, you were the CEO of a large corporation that offers a 401(k) to its employees. But more than half of American have no access to an employer sponsored retirement plan. That includes the workers at small businesses, and the growing ranks of Uber drivers and other part-timers in the freelance economy. Should the Federal Government play a larger role in helping to set up retirement plans for these workers?",EPPERSON
" No, the Federal Government should not play a larger role. Look, every time the Federal Government gets engaged in something it gets worse. And then the Government steps in to try and solve the problem and we get a little further down to that progressive vision that Hillary Clinton is talking about. Companies should, if they want to attract the best workers, provide a good set of benefits. But honestly, if youre a small business owner today you are being crushed. We have 400,000 small businesses forming every year in this country. How great is that? They are employing themselves, they are potentially employing others. The bad news is, we have 470,000 going out of business every year. And why? They cite Obamacare. They are refusing to",FIORINA
 So you wouldnt agree  you wouldnt agree with a start for 401(k) for businesses or anything like that?,EPPERSON
" I think its a wonderful that that businesses start a 401(k). The point Im making is this, the Federal Government should not be in a lot of things. There is no Constitutional role for the Federal Government in setting up  retirement plans. There is no Constitutional role for the Federal Government to be setting minimum wages",FIORINA
 Thank you very much.,EPPERSON
"  The more the Government gets engaged in the economy, the slower the economy becomes. The more the Government gets engaged in the economy, it is demonstrably true",FIORINA
" Thank you, the rules say one minute.",EPPERSON
"  The more the big, the powerful, the wealthy and the well-connected are advantaged.",FIORINA
" Thank you, Ms. Fiorina. We appreciate it. Thank you, thank you. I want to turn my attention now, to you now, Governor Kasich. Most people cant get a college degree without going into debt. Over 40 million Americans have student loans and many of them cannot pay them back. This country has over $100 billion in student loan defaults. Thats billion with a b. What will you do to make sure that students, their families, taxpayers, wont feel the economic impact of this burden for generations? Well, first of all, in Ohio were changing the whole system. Universities will not get paid one dime unless the student graduates or  graduates or completes a course. Secondly, you can be in high school and complete almost an entire first year before you go to college and get credit to do that. And, of course, in addition to that, we are working now to go after the cost drivers in our universities. And let me give you an example. Universities today have so many non-academic assets. At Ohio State they sold the parking garage and the parking lot, and they got $500 million because they shouldnt be in the parking lot business. They shouldnt be in the ding business, they shouldnt be in the dorm business. And, of course, we need to take advantage of on-line education to reduce these costs and begin to dis-intermediate the cost of four years. Now, for those who that have these big high costs, I think we can seriously look at an idea of where you can do public service. I mean legitimate, public service and begin to pay off some of that debt through the public service that you do. And in the meantime, it may inspire us to care more about our country, more about ourselves. This is a big moral issue in America. Living a life bigger than yourself, and being a center of healing and justice. And people can learn it through public service.",EPPERSON
" Thank you, thank you.",EPPERSON
 We dont need the federal government to be involved in this at all.,BUSH
 Higher education is the example,QUICK
" We dont need the Federal Government to be involved in this, because when they do we create a $1.2 trillion debt. In Florida, we have the lowest in-state tuition of any state, because theres accountability, just as John said. Let the states do this. Youll create a much better graduation rate at a lower cost, and you wont in debt the next generation with recourse debt on their backs. Its always a solution of the left to create more Government from the Federal Government. It is broke, it is not working. (CROSSTALK)",BUSH
" Governor Bush, daily fantasy sports has become a phenomenon in this country, will award billions of dollars in prize money this year. But to play you have to assess your odds, put money at risk, wait for an outcome thats out of your control. Isnt that the definition of gambling, and should the Federal Government treat it as such?",QUINTANILLA
" Well, first of all, Im 7 and 0 in my fantasy league.",BUSH
 I had a feeling you were going to brag about that.,QUINTANILLA
" Gronkowski is still going strong. I have Ryan Tannehill, Marco, as my quarterback, he was 18 for 19 last week. So Im doing great. But were not gambling. And I think this has become something that needs to be looked at in terms of regulation. Effectively it is day trading without any regulation at all. And when you have insider information, which apparently has been the case, where people use that information and use big data to try to take advantage of it, there has to be some regulation. If they cant regulate themselves, then the NFL needs to look at just, you know, moving away from them a little bit. And there should be some regulation. I have no clue whether the federal government is the proper place, my instinct is to say, hell no, just about everything about the federal government. (CROSSTALK)",BUSH
" Carl, are we really talking about getting government involved in fantasy football? (LAUGHTER) We have  wait a second, we have $19 trillion in debt. We have people out of work. We have ISIS and al Qaeda attacking us. And were talking about fantasy football? Can we stop?",CHRISTIE
" How about this? How about we get the government to do what theyre supposed to be doing, secure our borders, protect our people, and support American values and American families. Enough on fantasy football. Let people play, who cares? (CROSSTALK)",CHRISTIE
" I want to go back, if I can, to the issue of (CROSSTALK)",QUICK
" I want to go back, if I may, to the HARWOOD: Governor Christie, youve said something that many in your party do not believe, which is that climate change is undeniable, that human activity contributes to it, and you said, quote: The question is, what do we do to deal with it?. So what do we do?",QUICK
" Well, first off, what we dont do is do what Hillary Clinton and John Kerry and Barack Obama want us to do, which is their solution for everything, put more taxes on it, give more money to Washington, D.C., and then they will fix it. Well, there is no evidence that they can fix anything in Washington, D.C.",CHRISTIE
 What should we do?,HARWOOD
" What we should do is to be investing in all types of energy, John, all types of energy. Ive laid out",CHRISTIE
 You mean government?,HARWOOD
" No, John. John, do you want me to answer or do you want to answer? (LAUGHTER) How are we going to do this? Because, Ive got to tell you the truth, even in New Jersey what youre doing is called rude. So (LAUGHTER) Weve laid out a national energy plan that says that we should invest in all types of energy. I will tell you, you could win a bet at a bar tonight, since were talking about fantasy football, if you ask who the top three states in America are that produce solar energy: California and Arizona are easy, but number three is New Jersey. Why? Because we work with the private sector to make solar energy affordable and available to businesses and individuals in our state. We need to make sure that we do everything across all kinds of energy: natural gas, oil, absolutely. But also where its affordable, solar, wind in Iowa has become very affordable and it makes sense. That is the way we deal with global warming, climate change, or any of those problems, not through government intervention, not through government taxes, and for Gods sake, dont send Washington another dime until they stop wasting the money theyre already sending there.",CHRISTIE
" Thank you, Governor.",HARWOOD
 Becky.,HARWOOD
" Senator Paul, among the leading conservative opponents to the creation of Medicare back in the 1960s was Ronald Reagan. He warned that it would lead to socialism. Considering the mounting cost of Medicare, was he right to oppose it?",QUICK
" The question always is, what works better, the private marketplace or government? And what distributes goods better? It always seems to be the private marketplace does a better job. Is there an area for a safety net? Can you have Medicare or Social Security? Yes. But you ought to acknowledge the government doesnt do a very good job at it. The main problem with Medicare right now is that the average person pays in taxes over their whole lifetime about $100,000. But the average person takes out about $350,000. We have this enormous mismatch because we have smaller and smaller families. When people ask me, whose fault is it? Whose fault is it that Medicare is broken, out of money, that Social Security is broken, out of money? And I say, look, its not Republicans fault, its not Democrats fault, its your grandparents fault for having too many damn kids. (LAUGHTER) After the war we had all of these kids, Baby Boomers. Now were having smaller families. We used to have 16 workers for one retiree, now you have three workers for one retiree. Its not working. I have a bill to fix Medicare. Ive a bill to fix Social Security. For both of them you have to gradually raise the age. If youre not willing to do that, nobody wants to do it, but if youre not willing to gradually raise the age, youre not serious about fixing either one of them.",PAUL
" Senator, thank you. UNIDENTIFIED MALE: Becky, may I",QUICK
" This is the well, were going to take a break. We want to save time for closing statements after the break. So this is the Republican presidential debate in Boulder, and well be right back. (COMMERCIAL BREAK)",QUINTANILLA
" Welcome back to Boulder, Colorado and the Republican presidential debate right here on CNBC. Governor Huckabee, you wanted to respond to the points that Senator Rand Paul was just making when it comes to Social Security. Your time, sir.",QUICK
" Well, and specifically to Medicare, Becky, because 85 percent of the cost of Medicare is chronic disease. The fact is if we dont address whats costing so much, we cant throw enough money at this. And its why Ive continued to focus on the fact that we need to declare war on the four big cost drivers because 80 percent of all medical costs in this country are chronic disease. We dont have a health care crisis in America, we have a health crisis. And until we deal with the health of Americans and do what we did with polio  when I was a little kid, we eradicated it. You know how much money we spent on polio last year in America? We didnt spend any. Weve saved billions of dollars. You want to fix Medicare? Focus on the diseases that are costing us the trillions of dollars. Alzheimers, diabetes, heart disease and cancer. Eradicate those and you fix Medicare and youve fixed America, its economy and youve made peoples lives a heck of a lot better.",HUCKABEE
 Becky ,BUSH
" Thank you, Governor.",QUICK
"  the governors absolutely right. But we also need to reform Medicare and Social Security. We cant just allow it to continue on its current path the way that Hillary Clinton wants to do because therell be major reductions in benefits in the next decade if we do nothing. I have a concrete plan to do just that, which allows people to keep HSAs to encourage savings, it allows for people that are retiring with Social Security to be able to get a minimum of 125 percent of the poverty level so that there is a baseline that in this generous country of ours no one goes below.",BUSH
" Governor Bush, Mr. Trump says that he is capable of growing the economy so much that Social Security and Medicare dont have to be touched. Do you want to explain how that is going to happen, Mr. Trump?",HARWOOD
" Yes, its very simple. Were going to make a really dynamic economy from what we have right now, which is not at all dynamic. Were going to bring jobs back from Japan, were going to bring jobs back from China, were going to bring, frankly, jobs back from Mexico where, as you probably saw, Nabisco is leaving Chicago with one of their biggest plants, and theyre moving it to Mexico. Were going to bring jobs and manufacturing back. Were going to cut costs. Were going to save Social Security, and were going to save Medicare. (UNKNOWN): Governor, you just heard him.",TRUMP
" You have to reform Social Security, and the simple way to do it is to make sure that the wealthiest dont receive the same benefits as people that are lower-income. And make sure you enhance savings in the private market. The idea of 401(k)s. I have a small business that I set up. It took  it took an arm and a leg to be able to set up a 401(k). Because of all the federal mandates and federal laws, it was too expensive. We need to incent private savings and make sure that Social Security is protected for those that have it.",BUSH
 John.,KASICH
" But the idea that you cant  that youre just gonna grow your way out of this  I have a plan to grow the economy at 4 percent, but youre gonna have to make adjustments for both Medicare and Social Security. (UNKNOWN): Governor Kasich, do you want 30 seconds?",BUSH
" I wanna tell you, in my state, we took Medicaid, the hardest program to control, and we took it from a 10 percent growth rate to 2.5 percent without taking one person off the rolls or cutting one single benefit. And so much of what we did  to force competition, to use technology, to stand down the special interest groups  can you imagine taking Medicaid from 10 to 2.5 percent? We can take many of those same procedures, we can apply it to Medicare. We can make a stronger program. But I agree with Jeb, you cant just do this by growing the economy. You cant grow your way out of demographics. But we can give people better health care. And finally, on health care, why dont we start treating  keep giving",KASICH
 Governor.,QUICK
" incentives for people to keep people healthy, rather than giving the incentives to treat them when theyre sick?",KASICH
" Governor, thank you. Senator Paul, lets go back to you. Do these solutions sound like they work?",QUICK
 Say again?,PAUL
 Do these solutions sound like they would work?,QUICK
" You cant do nothing. And thats what I hear from some people, well do nothing and it will just be fixed. Thats absurd, and I think people who dont want to fix it, really, or unwilling to take the chance to say, something has to change, are missing the boat here. The age will have to gradually rise, there is no question. Its the only way you fix Medicare, the only way you fix Social Security. You will also have to means-test the benefits and declare theres not enough money. It isnt I put money in, Im getting it back. There is no money, its a stack of paper. There is no money in the Social Security account. There is no money in the Medicare account. Theres only a promise to pay by the next generation, and the next generations not big enough to pay it. (CROSSTALK) (UNKNOWN): to deal with this. We did it 200 days ago.",PAUL
" Hold on, Governor. Ive got a question for  for Dr. Carson.",HARWOOD
 About Medicare?,CARSON
" Yes. Youve said that you would like to replace Medicare with a system of individual family savings accounts, so that families could cover their own expenses. Obviously, that would be a very controversial idea. Explain how that would work, exactly.",HARWOOD
" Well, first of all the  the plan gives people the option of  of opting out. But I think they will see a very good option here. You know, the annual Medicare budget is over $600 billion. And there are 48 million people involved  40 million, 65 and over, and 8 million other. Divide that out. That comes out to $12,500 for each one. Now, I can tell you there are a lot of private-sector things that you could do with $12,500, which will get you a lot more than you get from this government program. And thats really a theme of a lot of the things that Im talking about. How do we utilize our intellect rather than allowing the government to use its, quote, intellect, in order to help us to be able to live healthier and better lives? It was never intended that the government should be in every aspect of our lives. This is a country that is of, for and by the people.",CARSON
" Thank you, Dr. Carson. Governor?",QUICK
" And  and  and I  you know, Ben is absolutely right in saying that what we dont need to do is to send more money to Washington, D.C. to fix this problem. And thats what youll hear from Hillary Clinton  and Ive already heard from her  is that, send more money in Social Security, send more money in Medicare taxes, send more money for Medicaid, and thats gonna solve the problem. What we know is were living longer. Thats a blessing. Its a blessing that were living longer, so we have to increase the retirement age to reflect that blessing. We need to make sure that people understand, as Jeb said before, that if youve done extraordinarily well in this country, do you want them to take more out of your taxes now and think theyre gonna give it back to you later? Or would you rather take less later on?",CHRISTIE
 Senator Rubio,QUINTANILLA
" Governor, do you also think that",HARWOOD
" yeah, I just wanted (inaudible).",QUINTANILLA
" that Dr. Carsons right, that we can replace Medicare with individual savings accounts?",HARWOOD
" No. No. What I said was that I think that Dr. Carsons ideas are good ideas. Theyre not my ideas, and I dont necessarily agree with all of them. But this is what youre seeing in the Republican debate that you didnt see in that Democrat debate. You didnt see it for a minute. You didnt see these kind of ideas being batted around, and being batted around in a way thats civil and smart and thats trying to help to inform the voter out there. What you saw was a parade of, Ill give you this for free; Ill give you that for free. Let me tell you, everybody, when they say they want to give it to you for free, keep your hands on your wallets because theyre coming to you to pay for it. And thats why I think these ideas up here are great, and thats what we should have is have more discussions like this and less gotcha. (CROSSTALK)",CHRISTIE
 I want to give you 30 seconds here.,QUINTANILLA
" I want to take off from that point and argue the same thing. And that is that one of the things youre watching tonight are 11 quality candidates debating an important issue. The Republican Party is blessed to have 11 good candidates, (inaudible) 10 good candidates. The Democrats cant even come up with one. And on this issue of the Medicare in particular, its important because theyre going to demagogue what were saying here tonight. Everyone up here tonight thats talking about reforms, I think and I know for myself I speak to this, were all talking about reforms for future generations. Nothing has to change for current beneficiaries. My mother is on Medicare and Social Security. Im against anything thats bad for my mother. (LAUGHTER) So, were talking about  were talking about reform for people like me and people like Senator Cruz, as he talked about earlier, who are years away from retirement that have a way to plan for these changes, and way thats very reasonable. And its not too much to ask of our generation after everything our parents and our grandparents did for us.",RUBIO
" John, I  if I  a lot of people have jumped in here. Id like to jump in. A lot of people have jumped in here.",FIORINA
" Mrs. Fiorina, were right at the end of our time.",HARWOOD
 I understand.,FIORINA
 You all wanted us to limit (inaudible). All right. Go ahead.,HARWOOD
" I would just say that (LAUGHTER)  I would just say this, weve heard a lot of great ideas up here, and I agree with what Senator Rubio said. Every election we talk about this. Every election we talk about Medicare and Social Security reform. It never happens. I would like to start with a basic. Let us actually go to zero- based budgeting so we know where the money is being spent. Its kind of basic. There is a bill sitting in the House that would actually pass and have us go to zero-based budgeting so we know where every dime of your money is being spent instead of only talking about how much more were going to spend year after year after year. My point is this. While there are lots of good ideas for reform, we have never tackled the basics. And we finally need to tackle the basics to cut this government down to size and hold it accountable. So lets start by knowing where your money is being spent by the federal government.",FIORINA
" We have now reached the point in the program where candidates are going to give their closing statements, 30 seconds apiece. Were going to go right to left and start with you, Senator Paul.",HARWOOD
" Liberty thrives when government is small. I want a government so small I can barely see it. I want a government so small that the individual has a chance to thrive and prosper. I think, though, government is too big now. And what youre going to see in Washington this week is establishment Republicans have made an agreement with the president to raise the debt ceiling in an unlimited fashion; no limit to the debt ceiling raise. This is extraordinary. Its extraordinarily wrong. Youll see me on the floor of the Senate tomorrow filibustering this and saying enough is enough, no more debt.",PAUL
 Governor Christie?,HARWOOD
" I want to talk to the folks at home. I want to ask you: Are you fed up with how Washington taxes you? Are you fed up with how Washington wastes your money? Are you concerned like I am that the debt and deficits of Washington, D.C. are endangering Americas future? Ive got one more question for you then. Are you serious about this election? Because if you are, you need to elect someone whos deadly serious about changing this culture. I am deadly serious about changing this culture. I changed it in New Jersey. Im deadly serious about doing this job the right way. Im prepared. Im tested. Im ready. And I want to make this our government. For the people who say we cant do it, I say hell no, we can do it together.",CHRISTIE
" Thank you, Governor. Senator Cruz?",HARWOOD
" You know, everyone here talks about the need to take on Washington. The natural next question is who actually has done so. Who actually has stood up not just to Democrats, but to leaders in our own party? When millions of Americans rose up against Obamacare, I was proud to lead that fight. When millions of Americans rose up against amnesty, I was proud to lead that fight. When millions of Americans rose up against Planned Parenthood, I was proud to lead that fight. If people are promising theyre going to take on Washington and cronyism, you need to look to who has been doing it. In my family, my dad fled oppression in Cuba to come to America. Freedom is personal for me, and I will always keep my word and fight for freedom.",CRUZ
" Thank you, Senator. Mrs. Fiorina?",HARWOOD
" You know, every election we hear a lot of talk. We hear a lot of good plans. We hear actually a lot of good intentions. But somehow for decades, nothing really has changed. What we need now is a proven leader who has produced results. Thats how you go from secretary to CEO. You lead and you produce results. I will cut this government down to size and hold it accountable, simplify the tax code, roll back the regulations that have been spewing out of Washington, D.C. for 50 years. I may not be your dream candidate just yet, but I can assure you I am Hillary Clintons worst nightmare. And in your heart of hearts, you cannot wait to see a debate between Hillary Clinton and Carly Fiorina. I will tell you this, I will beat Hillary Clinton. And with your vote and your support and your prayers, I will lead with the citizens of this great nation the resurgence of this great nation.",FIORINA
" Thank you, Mrs. Fiorina. Dr. Carson?",HARMAN
" I just want to thank all my colleagues here for being civil, and not falling for the traps. And, I also just want to thank the audience for being attentive, and noticing the questions, and the noticing the answers. And, this is what I am finding throughout America. People are waking up because it is going to be us who will determine the direction of our country. And, it was made for we the people, we are the ones who decide who we are, and we should never give away the values and principles that made America into a great nation for the sake of political correctness.",CARSON
 Mr. Trump?,HARWOOD
" Our country doesnt win anymore. We used to win, we dont win anymore. We lose on trade. We lose with ISIS. We lose with one of the worst deals Ive ever seen negotiated of any kind, thats our recent catastrophe with Iran. We dont win. Let me give you one quick example. These folks, CNBC, they had it down at three, three and a half hours. I just read today in the New York Times, $250,000 for a 30 second ad. I went out and said, its ridiculous. Nobody  I could stand up here all night. Nobody wants to watch three and a half, or three hours. It was a back sacrifice, and I have to hand it to Ben. We called Ben, he was with me 100%. We called in, we said, thats it. Were not doing it. They lost a lot of money, everybody said it couldnt be done. Everybody said it was going to be three hours, three and a half, including them, and in about two minutes I renegotiated it so we can get the hell out of here. Not bad.",TRUMP
" And, Ill do that with the country. We will make America great again. And, thank you everybody. Just for the record.",TRUMP
" Just for the record, the debate was always going to be two hours. Senator Rubio?",HARWOOD
 Thats not right. That is absolutely not right. You know that. That is not right.,TRUMP
 Thank you.,MALE
 Senator Rubio.,HARWOOD
" You know, America doesnt owe me anything. I have a debt to America Ill never repay. This isnt just the country I was born in, this is the nation that literally changed the history of my family. My parents in this country were able to give me the chance to do all the things they never did. We call that the American Dream, although, its built on the universal dream of a better life. The fact that its happened for so many people here throughout our history, thats what makes us special. But, now for millions of Americans, its slipping away. And, we have a government and leaders in government that are completely out of touch, and thats why Im running for president. Because we cant just save the American Dream, we can expand it to reach more people, and change more lives than ever before. And, thats why tonight Im asking you for your vote.",RUBIO
" Thank you, Senator. Governor Bush?",HARWOOD
" Americas at a crossroads. The D.C. politicians continue to make things worse. I have a proven record of success, 32 years in business, and 8 years as Governor of the state of Florida. I will change the culture in Washington, just as I changed the culture in Tallahassee. I will do so in a way that will bring people together. We need a unifier, not a cynical divider in chief, and thats exactly what I will do. Imagine a country where people are lifted out of poverty again. Imagine a country where the middle class can get rising income again. I know we can do this because were still the most extraordinary country on the face of the Earth.",BUSH
" Thank you, Governor. Governor Huckabee.",HARWOOD
" You know, I know to a lot of people in the media, this is just a great big game, and were the players. And, we come out here, and we do our thing. And, sometimes were held up in contempt by people who write columns, but, I guarantee you to every person on this stage theres something deep inside of us that would cause us to give up our livelihoods and step out on this stage and fight for the people of America. Ive got five grandkids. I do not want to walk my five grandkids through the charred remains of a once great country called America, and say, Here you go, $20 trillion dollars of debt. Good luck making something out of this mess. And, for those of us who are serious enough to run for president, think long and hard why were here, and hopefully youll know were not here for ourselves. We honest to god are here to get this country back on track. I know this, I certainly am.",HUCKABEE
 Thank you,HARWOOD
 Thank you.,HUCKABEE
 Governor Kasich?,HARWOOD
